epoch,train_acc,train_loss,val_acc,val_loss
33,83.92137096774194,0.35127111884855455,83.90342052313883,0.3896551812067628
34,86.18951612903226,0.3296274078949805,83.29979879275653,0.3842956181615591
35,86.49193548387096,0.3295305549137054,83.5010060362173,0.38143791165202856
36,85.9375,0.3401743894623172,83.90342052313883,0.3785032890737057
37,85.9375,0.3275052801735939,83.90342052313883,0.37535214237868786
38,86.54233870967742,0.3187818517608027,84.10462776659959,0.37449571769684553
39,86.44153225806451,0.3183213722321295,84.30583501006036,0.371870213188231
40,86.08870967741936,0.3034601787165288,84.50704225352112,0.3696192381903529
41,86.94556451612904,0.30799575005808183,84.50704225352112,0.36791013181209564
42,86.79435483870968,0.3182262112536738,84.30583501006036,0.36807918827980757
43,86.69354838709677,0.3048826850229694,84.70824949698189,0.36572638526558876
44,86.79435483870968,0.3065767857816912,84.30583501006036,0.3648286359384656
45,86.94556451612904,0.29812654828832996,84.50704225352112,0.36211190186440945
46,87.14717741935483,0.30171629413962364,84.50704225352112,0.3601346733048558
47,88.10483870967742,0.289275762054228,84.50704225352112,0.35760449804365635
48,87.29838709677419,0.29327722686913704,84.50704225352112,0.35463613364845514
49,86.99596774193549,0.2974876087279089,85.11066398390342,0.35153661016374826
50,89.26411290322581,0.2712598596849749,84.70824949698189,0.35045276768505573
51,87.5,0.29018428008402547,84.90945674044265,0.3490997450426221
52,88.50806451612904,0.2853254493205778,85.11066398390342,0.3515400141477585
53,88.15524193548387,0.2773566086205744,85.31187122736418,0.3476542541757226
54,88.55846774193549,0.26655466001360645,85.51307847082495,0.3438918851315975
55,89.3649193548387,0.26091899686763365,85.51307847082495,0.3418919676914811
56,88.86088709677419,0.26878926975111805,85.31187122736418,0.34409770648926497
57,89.21370967741936,0.27085186432926883,85.31187122736418,0.3427966767922044
58,89.26411290322581,0.26362182296091513,86.11670020120724,0.340399956330657
59,89.86895161290323,0.24673215480100724,85.71428571428571,0.3389336708933115
60,88.60887096774194,0.2668021030483707,85.91549295774648,0.3383454727008939
61,88.86088709677419,0.2702754239641851,86.51911468812877,0.3348502553999424
62,90.02016129032258,0.242606638660354,86.72032193158954,0.33350343350321054
63,90.12096774193549,0.24513693298062972,86.9215291750503,0.33249725215137005
64,89.51612903225806,0.23991727660740575,86.9215291750503,0.32837193738669157
65,89.31451612903226,0.2510307306243527,86.72032193158954,0.3260164391249418
66,90.07056451612904,0.24123413836763752,86.51911468812877,0.3254384845495224
67,89.51612903225806,0.24833104819540056,87.12273641851107,0.3274325914680958
68,89.76814516129032,0.23817011725998694,87.32394366197182,0.32519139908254147
69,90.22177419354838,0.23104514734398934,87.32394366197182,0.3246323363855481
70,90.77620967741936,0.23714975063358584,87.72635814889335,0.32113057747483253
71,91.38104838709677,0.22959569769520913,87.92756539235413,0.31803701911121607
72,91.07862903225806,0.2268381190876807,87.32394366197182,0.31784884817898273
73,91.73387096774194,0.21803675940440548,87.92756539235413,0.31901361513882875
74,91.28024193548387,0.22273013488419593,87.32394366197182,0.314946074038744
75,90.9274193548387,0.23122986448147603,87.92756539235413,0.31618028320372105
76,90.77620967741936,0.22944052962045516,88.53118712273641,0.3150209952145815
77,91.48185483870968,0.2136660956086651,88.53118712273641,0.31549033150076866
78,91.68346774193549,0.21072689527946134,88.53118712273641,0.31244365219026804
79,91.02822580645162,0.20902323302242062,88.32997987927565,0.3122589709237218
80,90.47379032258064,0.2167325757684246,87.92756539235413,0.31552409566938877
81,91.22983870967742,0.21460843735164212,88.73239436619718,0.3145940350368619
82,91.63306451612904,0.21916859020148555,88.53118712273641,0.30858307890594006
83,91.58266129032258,0.22227359791436502,88.73239436619718,0.30771153047680855
84,91.38104838709677,0.21328188695253864,88.73239436619718,0.3063172586262226
85,92.94354838709677,0.19383791870167177,88.93360160965794,0.3057612022385001
86,92.1875,0.2053337029872402,88.53118712273641,0.30479596555233
87,92.59072580645162,0.19028924525745453,88.53118712273641,0.3045901069417596
88,91.78427419354838,0.2007605856464755,88.53118712273641,0.304193920455873
89,92.59072580645162,0.1991621743767492,88.73239436619718,0.30414513498544693
90,91.73387096774194,0.19569042078669993,88.73239436619718,0.3011743687093258
91,91.68346774193549,0.19722897168849746,88.12877263581488,0.3008551262319088
92,92.74193548387096,0.19477070880032354,88.73239436619718,0.2996455254033208
93,91.63306451612904,0.1953794014069342,88.93360160965794,0.2972889468073845
94,92.69153225806451,0.19040001231816508,88.93360160965794,0.29479088727384806
95,93.09475806451613,0.19059552799069113,88.93360160965794,0.29407166969031096
96,92.1875,0.1903201507464532,88.73239436619718,0.2916945507749915
97,92.59072580645162,0.18614892445264325,89.33601609657947,0.29160325694829226
98,92.59072580645162,0.18025559655600978,89.33601609657947,0.29212291073054075
99,92.0866935483871,0.1835006347466861,89.13480885311871,0.2916514752432704
100,92.64112903225806,0.18269668339240935,89.13480885311871,0.29241485334932804
